iter	RMSE
119	0.1095993494
120	0.1093314354
121	0.1090426306
122	0.1087791776
123	0.1084620601
124	0.1080991648
125	0.1078412276
126	0.1075782311
127	0.1073333708
128	0.1070667251
129	0.1067923894
130	0.1065141351
131	0.1062808196
132	0.1058725899
133	0.1056271591
134	0.1053799094
135	0.1050549259
136	0.1047322229
137	0.1044035096
138	0.1041860174
139	0.1039462798
140	0.103729936
141	0.1034067833
142	0.1032136162
143	0.1029869659
144	0.1028477143
145	0.102616027
146	0.1023563052
147	0.1021829162
148	0.1019699933
149	0.1017958837
150	0.1015993311
151	0.1014268819
152	0.1012023249
153	0.1009758229
154	0.1008020871
155	0.1006563685
156	0.1004589665
157	0.1003182927
158	0.1000802071
159	0.09996131275
160	0.09969981824
161	0.09943339622
162	0.099210808
163	0.09903120273
164	0.09889180767
165	0.09864925657
166	0.09838254781
167	0.09817916982
168	0.09804658241
169	0.09783684229
170	0.09763918408
171	0.09746033194
172	0.09730395406
173	0.09717300146
174	0.09683363952
175	0.09666927583
176	0.09638173107
177	0.09615246698
178	0.09609141136
179	0.09574476151
180	0.09556961251
181	0.09540557386
182	0.09516812905
183	0.09503849485
184	0.09476060048
185	0.09454376598
186	0.09435538469
187	0.09422029903
188	0.09410210747
189	0.09388443571
190	0.09382258073
191	0.09361950757
192	0.09342780242
193	0.0932628443
194	0.09307882723
195	0.09279636815
196	0.09265305865
197	0.09249873277
198	0.09233193982
199	0.09215760682
200	0.09193350045
201	0.09179917219
202	0.09165752435
203	0.09144981779
204	0.09127965529
205	0.09108492175
206	0.09093019249
207	0.09087569996
208	0.09075076989
209	0.09063888704
210	0.09052496171
211	0.09042833973
212	0.09021643988
213	0.09002726717
214	0.0898642181
215	0.08963565421
216	0.08952502121
217	0.08933089043
218	0.08915274662
219	0.08902888633
220	0.08896192326
221	0.08887318715
222	0.08881220275
223	0.08863759071
224	0.08851548313
225	0.08835356508
226	0.08830633126
227	0.08825349054
228	0.0880886867
229	0.08803708895
230	0.08797943404
231	0.08789572906
232	0.08780646023
233	0.08773720893
234	0.08752118396
235	0.08744952787
236	0.08741130924
237	0.08731105325
238	0.08724643414
239	0.08714597224
240	0.08694928432
241	0.08674635247
242	0.08670288535
243	0.08651377308
244	0.08647249875
245	0.08628718988
246	0.08616835031
247	0.08611000019
248	0.08607168836
249	0.08592254937
250	0.08589233434
251	0.0856848748
252	0.08553761867
253	0.08548839838
254	0.08531501806
255	0.08520694037
256	0.08502035963
257	0.0848735882
258	0.08471766752
259	0.0845282038
260	0.08440194382
261	0.08420077034
262	0.08405300291
263	0.08387126763
264	0.08371114845
265	0.08353243682
266	0.08336312694
267	0.08319079922
268	0.08300313281
269	0.08280587769
270	0.08269422141
271	0.08255638345
272	0.08246525927
273	0.08235585899
274	0.08227376516
275	0.08211827366
276	0.08198859824
277	0.08182910663
278	0.08161723276
279	0.08151473139
280	0.08140749923
281	0.08119945613
282	0.08107799752
283	0.080964783
284	0.08079292867
285	0.08071233263
286	0.08066925878
287	0.08056147841
288	0.08043000529
289	0.08033549549
290	0.08020574202
291	0.08009318313
292	0.07997727483
293	0.07985823763
294	0.07970346378
295	0.07951938614
296	0.07936976981
297	0.07924198885
298	0.07901784249
299	0.07886282269
300	0.07873872567
301	0.07864211981
302	0.07851528297
303	0.0784907177
304	0.07835728875
305	0.07831403556
306	0.07821672417
307	0.07805093793
308	0.07798444122
309	0.07784413117
310	0.07775445978
311	0.07772668083
312	0.07762732354
313	0.07752892961
314	0.07740572135
315	0.07728570116
316	0.07715930274
317	0.07697450404
318	0.07685278607
319	0.07675887048
320	0.07659033523
321	0.07646239388
322	0.07631775016
323	0.076174599
324	0.07601105475
325	0.07590960483
326	0.07577219458
327	0.07564233937
328	0.07552023683
329	0.07545184667
330	0.07529817581
331	0.07515809722
332	0.07507078877
333	0.0749822581
334	0.07487358613
335	0.07467295022
336	0.07462800043
337	0.07449456567
338	0.07437425767
339	0.07423029997
340	0.07405948472
341	0.07394972617
342	0.07384446778
343	0.07365075283
344	0.073509001
345	0.07340535825
346	0.07328426561
347	0.07312932706
348	0.07303988026
349	0.07297490788
350	0.07296067472
351	0.07286437296
352	0.07281581093
353	0.07270533236
354	0.07257111236
355	0.07255756417
356	0.07242358146
357	0.07241139987
358	0.0723051765
359	0.07211877714
360	0.07209881362
361	0.0720101671
362	0.07185310842
363	0.0717735062
364	0.07165631281
365	0.07155754043
366	0.07144751765
367	0.07143484753
368	0.07141695915
369	0.07137007216
370	0.07126211954
371	0.07119488541
372	0.07110895729
373	0.07102845116
374	0.07094938597
375	0.07083379162
376	0.07074924267
377	0.07061219846
378	0.07047314446
379	0.07036554204
380	0.07025482935
381	0.07014777911
382	0.07008776322
383	0.06998780577
384	0.06984699336
385	0.06981555101
386	0.06972595787
387	0.06964755915
388	0.06948241968
389	0.06939466253
390	0.06930808933
391	0.06919017482
392	0.0691146198
393	0.06901745495
394	0.06886023261
395	0.06879206754
396	0.06868010257
397	0.06860955332
398	0.06847842256
399	0.06839349075
400	0.06825561476
401	0.06819011177
402	0.06810927721
403	0.06800794282
404	0.06790782817
405	0.0678609569
406	0.06779379139
407	0.06769581699
408	0.06761807799
409	0.06753368097
410	0.06737718738
411	0.06729517088
412	0.06719712227
413	0.06710534469
414	0.06702936955
415	0.06687199926
416	0.06677143471
417	0.06671254371
418	0.06667877167
419	0.06664678935
420	0.06654634823
421	0.06645353531
422	0.06635436822
423	0.06623805403
424	0.06616477843
425	0.06613219211
426	0.06603332713
427	0.06600774507
428	0.06587981887
429	0.06577047966
430	0.06565925062
431	0.06559640604
432	0.06550143507
433	0.06540246753
434	0.06529363876
435	0.06521959762
436	0.06520521656
437	0.06513523685
438	0.06502569209
439	0.06495455152
440	0.06486730955
441	0.06479942839
442	0.0647849927
443	0.06465637246
444	0.06459828826
445	0.06449073863
446	0.06444270912
447	0.06432968948
448	0.06432115343
449	0.06422766651
450	0.06415556811
451	0.06406262966
452	0.06397406596
453	0.06384650238
454	0.06383449424
455	0.06376214979
456	0.06367191305
457	0.06360906719
458	0.06353777471
459	0.06349770695
460	0.06343740871
461	0.06337057071
462	0.06328927847
463	0.06321020574
464	0.06309940017
465	0.06302713141
466	0.06300978207
467	0.06295663973
468	0.06286201845
469	0.06277504536
470	0.06276753352
471	0.06266642735
472	0.06257003782
473	0.06250409794
474	0.06241641915
475	0.0623145755
476	0.06221888161
477	0.06209712457
478	0.06195150397
479	0.06186595616
480	0.06181853221
481	0.0617129219
482	0.06169985086
483	0.06164026604
484	0.06156988916
485	0.0615227912
486	0.06150128408
487	0.0614363161
488	0.06131357807
489	0.06123299871
490	0.06115087558
491	0.06106439199
492	0.06097839712
493	0.06085933035
494	0.06074793423
495	0.06063873577
496	0.06054164965
497	0.06044934672
498	0.06037946823
499	0.06031797347
500	0.06022580063
501	0.06021759184
502	0.06014903132
503	0.06007124585
504	0.0599921324
505	0.05991169963
506	0.0598380314
507	0.05975893379
508	0.05966126954
509	0.05956841454
510	0.05944194663
511	0.0593474718
512	0.05923069315
513	0.05918719955
514	0.05913623961
515	0.05906729775
516	0.05899704793
517	0.05892713777
518	0.05888267206
519	0.05887414007
520	0.05882415796
521	0.05873225349
522	0.0587254226
523	0.05865253578
524	0.05857796289
525	0.05850301829
526	0.05843729555
527	0.05836150598
528	0.05831696078
529	0.05821910747
530	0.05815264857
531	0.05804636279
532	0.05802651602
533	0.05795574874
534	0.05782075589
535	0.05770232164
536	0.05765199118
537	0.05760917599
538	0.05756935038
539	0.05746664417
540	0.05746118295
541	0.0574047266
542	0.05730609317
543	0.05724984596
544	0.05724367475
545	0.0572007516
546	0.05713511267
547	0.05705120962
548	0.05694325446
549	0.05692213813
550	0.0567785143
551	0.05672694218
552	0.05663621634
553	0.05654765734
554	0.0564927604
555	0.05643997602
556	0.05637553422
557	0.05630399539
558	0.05624243415
559	0.05620148575
560	0.05611392676
561	0.05606166667
562	0.05603397609
563	0.05597486202
564	0.05585997635
565	0.05581338012
566	0.05577891001
567	0.0557529976
568	0.05571574539
569	0.05564514748
570	0.0556221873
571	0.05557346039
572	0.05552327546
573	0.05544825364
574	0.05541188446
575	0.05538456076
576	0.05529382157
577	0.05522663878
578	0.05514980514
579	0.05505171601
580	0.05501178297
581	0.05492403033
582	0.05484879933
583	0.05477326115
584	0.05471676794
585	0.05465619139
586	0.05457187403
587	0.05450884563
588	0.05445753707
589	0.05438370911
590	0.0543345246
591	0.05425839907
592	0.05422313235
593	0.054161606
594	0.05409820532
595	0.05404635216
596	0.0539462134
597	0.05392081786
598	0.05391632067
599	0.05382241301
600	0.05377264242
601	0.05368811939
602	0.05359517228
603	0.05352939148
604	0.05344731663
605	0.05337321067
606	0.05333816398
607	0.05331530359
608	0.05329200143
609	0.05325908551
610	0.05322554191
611	0.05315710183
612	0.05313933159
613	0.05306907811
614	0.05306142411
615	0.05296694261
616	0.05289539033
617	0.05281591387
618	0.05275189027
619	0.05266694745
620	0.05254757529
621	0.05244564349
622	0.05242846693
623	0.05236764829
624	0.05229933313
625	0.0522577725
626	0.05223667167
627	0.05221697655
628	0.05218913463
629	0.05214599407
630	0.05205351736
631	0.05196155364
632	0.05189005644
633	0.05183188747
634	0.05173793198
635	0.05168110874
636	0.05164720041
637	0.05161890415
638	0.05158570424
639	0.05156730157
640	0.0515494121
641	0.05152295731
642	0.05150969998
643	0.05146771941
644	0.05136165418
645	0.05132244072
646	0.05125891728
647	0.0512539458
648	0.05117997758
649	0.051159073
650	0.05105702699
651	0.05103716285
652	0.05096543839
653	0.0508935301
654	0.05087709933
655	0.05079576481
656	0.05079103905
657	0.05076694321
658	0.05068128009
659	0.05062984523
660	0.0505770216
661	0.05048557129
662	0.05041725937
663	0.05038980674
664	0.05032700601
665	0.05026029706
666	0.05017760862
667	0.05010771402
668	0.05004670201
669	0.05000992456
670	0.0499444522
671	0.04990123627
672	0.04984585129
673	0.04982014046
674	0.04976204302
675	0.0497120615
676	0.04964736054
677	0.04964304893
678	0.04961346406
679	0.04955451962
680	0.04950327224
681	0.04946952167
682	0.049410165
683	0.04933989316
684	0.04929428208
685	0.04924450835
686	0.04918890762
687	0.04918282618
688	0.04911512797
689	0.04905973388
690	0.04903335356
691	0.04901037739
692	0.04893137572
693	0.04892004793
694	0.04889480601
695	0.04887104886
696	0.04881856065
697	0.04874813669
698	0.04870737612
699	0.04864755592
700	0.0486324326
701	0.04858656827
702	0.04856234903
703	0.04846619207
704	0.04844294622
705	0.04839672553
706	0.04839055879
707	0.04831117392
708	0.04825465132
709	0.04820784253
710	0.04816492459
711	0.04811534172
712	0.04807882745
713	0.04797239993
714	0.04792917269
715	0.04792442089
716	0.04783891209
717	0.04781732216
718	0.04777954499
719	0.04775744415
720	0.04768565985
721	0.04762195554
722	0.04756055737
723	0.04749983029
724	0.04745647225
725	0.04738852433
726	0.04735332023
727	0.04725652301
728	0.04718629575
729	0.04717309905
730	0.04714348428
731	0.04707813807
732	0.04701257124
733	0.04697775129
734	0.04693558258
735	0.0468495952
736	0.04682797464
737	0.04676326724
738	0.0466882888
739	0.0466613614
740	0.04661747452
741	0.04654617465
742	0.04648031861
743	0.0463993147
744	0.04637548416
745	0.04629293447
746	0.0462758331
747	0.04619529928
748	0.0461031104
749	0.04605705887
750	0.04602010226
751	0.04596370206
752	0.0459158283
753	0.04583150665
754	0.04574428653
755	0.04571711273
756	0.04569109525
757	0.04565323133
758	0.04560160853
759	0.04553484699
760	0.04548575244
761	0.04543687866
762	0.04537870722
763	0.04531701511
764	0.04526236786
765	0.045210668
766	0.04516053714
767	0.04508329142
768	0.0450515207
769	0.04497569679
770	0.04494271182
771	0.04492942062
772	0.04486509443
773	0.0447858596
774	0.04474125301
775	0.04469098617
776	0.04465477709
777	0.04461111342
778	0.04456880061
779	0.04448102194
780	0.04444753571
781	0.04437454758
782	0.04434394121
783	0.04432479237
784	0.04430172883
785	0.04423315665
786	0.04422058626
787	0.04417915858
788	0.04413346698
789	0.04407737767
790	0.04402891002
791	0.04397078866
792	0.04391603149
793	0.04385486455
794	0.04382039773
795	0.0437900934
796	0.04374225023
797	0.04370407057
798	0.04365151863
799	0.04359045619
800	0.04352433465
801	0.04344823286
802	0.04340751618
803	0.04339876091
804	0.04332363561
805	0.04329236669
806	0.04327990914
807	0.04322541114
808	0.04316956754
809	0.04311958362
810	0.04308284205
811	0.04303305286
812	0.04299376535
813	0.04292895728
814	0.04291153123
815	0.04286748973
816	0.04281409294
817	0.04276694899
818	0.04275326765
819	0.04271592719
820	0.04271168109
821	0.04267947843
822	0.04262346375
823	0.0426066444
824	0.04258978168
825	0.04257338307
826	0.04251048489
827	0.04247558018
828	0.04244636029
829	0.04237284614
830	0.04234808739
831	0.04233016824
832	0.04228285217
833	0.04224512975
834	0.04219094817
835	0.04216781295
836	0.0421001524
837	0.0420446469
838	0.04200243809
839	0.04194512853
840	0.04186416317
841	0.04183676915
842	0.0418195865
843	0.04180220886
844	0.04173159679
845	0.04168810245
846	0.04163914229
847	0.04160176776
848	0.04153437664
849	0.04149506314
850	0.04146247884
851	0.04142407609
852	0.04139694997
853	0.04134754199
854	0.04131349738
855	0.04129566033
856	0.04123560461
857	0.04121778327
858	0.04118886235
859	0.04116656209
860	0.04111403076
861	0.04106282038
862	0.04105391152
863	0.04100457023
864	0.04095239656
865	0.04089124791
866	0.04088634709
867	0.0408719956
868	0.04082296882
869	0.04078287256
870	0.04070419714
871	0.0406787109
872	0.04065139737
873	0.04058349588
874	0.0405527901
875	0.04049830176
876	0.04045105035
877	0.04042715138
878	0.04038293045
879	0.04031982
880	0.04030993713
881	0.04026600272
882	0.04023984416
883	0.04018431302
884	0.04013251902
885	0.0401179762
886	0.04006251493
887	0.04003208527
888	0.04001501183
889	0.03997946845
890	0.03993253641
891	0.03986721202
892	0.03979579258
893	0.03975586973
894	0.03972376871
895	0.03969970615
896	0.03969011043
897	0.0396756959
898	0.03966451911
899	0.0396347011
900	0.03959049837
901	0.03954903768
902	0.03951537247
903	0.03946950922
904	0.03942086397
905	0.03937213781
906	0.03934593539
907	0.03932354833
908	0.03930013404
909	0.03929737653
910	0.03926951462
911	0.03924242979
912	0.03923251937
913	0.03921999762
914	0.03920880614
915	0.03913360301
916	0.03909298968
917	0.03904230255
918	0.0390059928
919	0.03899664543
920	0.03897390629
921	0.03896094545
922	0.0388991171
923	0.03887789594
924	0.03884971114
925	0.03882252781
926	0.03880473914
927	0.03875697056
928	0.03875433405
929	0.03872547199
930	0.03871154945
931	0.03866533754
932	0.03862176991
933	0.03858911621
934	0.03854129986
935	0.03849893548
936	0.03846063727
937	0.03843922671
938	0.0383995033
939	0.03835729077
940	0.0383173798
941	0.03827905294
942	0.03824336326
943	0.03821600534
944	0.03815857277
945	0.0381381979
946	0.03810901881
947	0.03810042311
948	0.0380551907
949	0.03804493535
950	0.03798692494
951	0.03795147717
952	0.03792767053
953	0.03788526581
954	0.03787448031
955	0.03786092311
956	0.03782584178
957	0.03777837277
958	0.03771969427
959	0.0376801859
960	0.0376499898
961	0.03758409934
962	0.03755895219
963	0.03751649175
964	0.03749385797
965	0.03743881691
966	0.03738672902
967	0.03736152835
968	0.03731714307
969	0.0372605092
970	0.03725201634
971	0.0372443679
972	0.0372059452
973	0.03715761879
974	0.03714269514
975	0.03713187751
976	0.03712924325
977	0.0371200145
978	0.03708752474
979	0.03702779474
980	0.03696594108
981	0.03694250776
982	0.03691152781
983	0.03688636074
984	0.03684492482
985	0.03678088738
986	0.03672287973
987	0.03669019649
988	0.03667907628
989	0.03664194956
990	0.03661394435
991	0.03656945676
992	0.03653413266
993	0.03648409394
994	0.03646169495
995	0.03644576289
996	0.036426579
997	0.03642461367
998	0.03638564626
999	0.03637780663
